# MNE-Annotations
# onset, duration, description
65.544891,2.4389801025390625,BAD_time
107.873627,1.7679367065429688,BAD_time
153.906006,1.071075439453125,BAD_time
312.692963,1.47113037109375,BAD_time
369.376495,3.045684814453125,BAD_time
414.848053,1.83245849609375,BAD_time
419.344757,0.825897216796875,BAD_time
456.203888,2.41064453125,BAD_time
507.61554,1.251739501953125,BAD_time
510.5578,2.271240234375,BAD_time
